,count_of_sizes,colors,product_code,star_rating,Size,comfort,quality,n_reviews,yes_recommendations,%_recommended
85,12,['Black/Anthracite/White'],BQ3207-002,4.6,48.0,85.0,44.59,1973.0,15.0,0.76
86,15,"['White/Black', 'Wolf Grey/White/Volt/White', 'Black/White']",942837-001,4.6,,,,543.0,,
87,2,['White/White/Black'],DV0991-101,4.9,50.0,85.0,50.98,39.0,7.0,17.95
88,5,['White/White/White'],DH3159-100,4,50.0,100.0,66.67,4.0,2.0,50.0
89,5,"['Pale Vanilla/Coconut Milk/Sail/Metallic Gold', 'Red Stardust/White/Sail/Metallic Copper']",FB9892-670,5,50.0,100.0,57.02,19.0,4.0,21.05
90,3,"['Hemp/Hemp', 'Oil Green/Oil Green']",FD5130-200,4.8,32.0,88.0,73.33,8.0,8.0,100.0
91,5,"['Black/Black/Black', 'White/White/White', 'Black/Lucky Green/White/Black', 'Palomino/White/Wild Berry']",553558-136,4.9,50.0,79.0,45.98,1598.0,143.0,8.95
92,12,"['Black/Black/Black', 'White/White/White', 'Gym Red/White/Black']",554724-136,4.9,50.0,78.0,42.8,2967.0,12.0,0.4
93,15,['White/White/Sky J Mauve'],DZ5485-105,4.9,50.0,80.0,48.31,830.0,124.0,14.94
94,9,['Sky J Light Olive/Celadon/Bright Mandarin/Black'],FD6819-300,4.8,50.0,88.0,56.19,36.0,11.0,30.56
95,3,"['Black/University Red/Bright Concord/White', 'Black/University Red/Dark Grey/Metallic Gold', 'Lapis/Black/Crimson Bliss/Saturn Gold', 'White/Siren Red/Black']",DQ4122-100,4.4,33.0,75.0,48.58,53.0,20.0,37.74
96,10,"['Black/Sequoia/Crimson Pulse/Metallic Silver', 'Black/Dark Obsidian/White', 'Clear Emerald/Wild Berry/White/Hyper Pink', 'Black/Anthracite/Volt/Black', 'Black/Deep Royal Blue/Blackened Blue/Siren Red', 'Summit White/Light Bone/Aura/Metallic Pewter', 'White/Melon Tint/Pink Blast/Light Lemon Twist', 'Coconut Milk/Vapor Green/Citron Tint/Polarized Blue']",CZ4052-101,4.7,43.0,82.0,44.24,401.0,31.0,7.73
97,8,"['Sail/Royal Pulse/Light Silver/Alpha Orange', 'Summit White/Light Silver/Sail/Particle Grey', 'Muslin/Black/Vivid Orange/Celestial Gold', 'Cement Grey/University Blue/White', 'White/Black/Honeydew/Vapor Green', 'Light Orewood Brown/Sail/Celestial Gold/Bright Citrus', 'Bleached Aqua/Black/White/Bright Citrus', 'Palomino/Wild Berry/Desert/Melon Tint']",DV1307-100,4.8,51.0,94.0,69.02,87.0,54.0,62.07
98,3,['Magic Ember/White/Black/Sundial'],DX4332-800,4.9,54.0,82.0,61.66,49.0,24.0,48.98
99,8,['Black/White'],314870-011,4.8,52.0,97.0,50.71,287.0,9.0,3.14
100,15,['Praline/Sail/White'],FN6622-201,4.7,,,,40.0,,
101,20,['White/Wheat'],414571-171,4.9,52.0,84.0,46.21,1475.0,39.0,2.64
102,12,['Black/Metallic Silver/Gunsmoke'],FD1334-001,4.8,50.0,84.0,78.0,9.0,9.0,100.0
103,14,"['Sky J Purple/Honeycomb/Sail/Shimmer', 'Black/Bright Mandarin/Sail/Sky J Light Olive']",DB2889-501,4.6,50.0,89.0,50.54,95.0,12.0,12.63
104,9,"['Night Stadium/Black/Flat Pewter/Total Orange', 'White/Cement Grey/Black/Midnight Navy']",CT8532-080,4.9,49.0,86.0,51.32,533.0,101.0,18.95
105,15,['Multi-Color/Multi-Color'],FZ4653-900,,,,,,,
106,20,['Black/White/Royal Blue/Royal Blue'],DZ5485-042,4.9,50.0,80.0,48.31,830.0,124.0,14.94
107,5,"['Lagoon Pulse/Psychic Purple/White/Pink Blast', 'White/Black/Green Strike/Total Orange', 'Black/Wolf Grey/Anthracite/Metallic Silver']",FV0169-400,3.3,50.0,59.0,40.25,17.0,2.0,11.76
108,7,"['White/Baltic Blue/Action Grape/Siren Red', 'Barely Volt/Black/Volt/Hyper Pink', 'White/Light Liquid Lime/Pink Blast/Black', 'Black/White/Metallic Gold']",DO7189-100,4.8,47.0,87.0,53.56,30.0,8.0,26.67
109,19,"['White/White/University Red', 'Sail/Atmosphere Grey/Black']",CZ0790-161,4.8,53.0,77.0,69.01,675.0,520.0,77.04
110,12,"['Medium Soft Pink/Total Orange/Laser Orange/Oil Green', 'Light Bone/Ashen Slate/Coconut Milk/Laser Orange', 'Black/Emerald Rise/Photo Blue', 'Oxygen Purple/Lemon Chiffon/Ice Peach/Black', 'White/Football Grey/Black']",FQ3381-002,4.7,41.0,81.0,57.84,99.0,51.0,51.52
111,13,"['White/Green Strike/Black', 'Black/Wolf Grey/White/Bright Crimson', 'Black/Grand Purple/Aurora Green/Glow']",DX8733-103,4.7,55.0,88.0,52.53,48.0,7.0,14.58
112,9,"['Light Bone/Phantom/Flat Pewter/Black', 'Fuchsia Dream/Sail/White/Citron Tint', 'Black/Bright Crimson/Alligator/Barely Volt', 'Black/Lilac/Court Purple/University Gold', 'White/Black/Metallic Silver', 'Grey Fog/Cobblestone/Laser Blue/Hyper Pink']",DM1123-100,4.8,40.0,96.0,48.55,280.0,27.0,9.64
113,15,"['Coconut Milk/University Blue/Light Orewood Brown/Hot Punch', 'Light Menta/Lilac/Mint Foam/White', 'Black/University Blue/Smoke Grey/White', 'Black/Wolf Grey/White/Black', 'White/Barely Volt/Grey Fog/Black', 'Cobblestone/Ironstone/Magic Ember/Black', 'Dark Marina Blue/Pink Gaze/Midnight Navy/Celestine Blue', 'Sail/Rattan/Yellow Strike/Smoke Grey']",DM0825-101,4.7,46.0,83.0,44.56,469.0,22.0,4.69
114,25,"['Violet Dust/Purple Cosmos/University Gold', 'Melon Tint/Metallic Red Bronze/Monarch', 'Light Bone/Coconut Milk/Dark Russet/Campfire Orange', 'Black/Iron Grey/Oil Green/Metallic Pewter']",FB2238-001,4.4,34.0,86.0,68.4,27.0,23.0,85.19
115,25,"['Geode Teal/Melon Tint/Stadium Green/Campfire Orange', 'Court Purple/Light Thistle Heather/University Gold/Black', 'Wolf Grey/Iron Grey/Black/White', 'Track Red/Teal Nebula/Emerald Rise/Black', 'Black/Medium Soft Pink/White', 'Blue Tint/Guava Ice/Medium Olive/Teal Nebula', 'Ghost Green/Space Purple/Black/Racer Blue', 'Light Orewood Brown/Sesame/Sail/Coral Chalk', 'White/Black/Metallic Silver']",DR8784-301,4.8,42.0,93.0,52.85,191.0,45.0,23.56
116,7,"['Game Royal/University Red/Photo Blue/Black', 'Phantom/Action Grape/White/Action Green', 'Guava Ice/White/Black/Medium Soft Pink', 'Black/Coconut Milk/Vivid Sulfur/Light Silver', 'White/Black/Phantom/Light Smoke Grey']",DR8785-002,4.5,38.0,75.0,44.41,252.0,51.0,20.24
117,19,"['Black/Orange/Electro Orange/Black', 'Black/Black/Gum Light Brown/White', 'White/Black', 'Cacao Wow/Cacao Wow/Earth/Black']",DX4361-001,4.8,50.0,88.0,74.21,13.0,11.0,84.62
118,10,"['Red Stardust/Rosewood/Dark Russet/Team Red', 'Gorge Green/Action Green/Bright Cactus/Copa', 'Lilac/Medium Soft Pink/Coconut Milk/Noise Aqua']",DV5475-300,4.7,38.0,88.0,56.81,9.0,4.0,44.44
119,21,"['Sail/Light Lemon Twist/Black/Fierce Pink', 'Racer Blue/Lime Blast/Safety Orange/White']",CD4382-400,4.9,17.0,90.0,37.89,30.0,2.0,6.67
120,15,"['Multi-Color/Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color/Multi-Color']",DX5388-900,,,,,,,
121,15,"['White/Safety Orange/Vivid Grape/Deep Jungle', 'White/Total Orange/Pale Ivory/Black']",DZ0489-101,4.8,,,,26.0,,
122,21,['Hyper Pink/Laser Orange/Black'],CD4382-600,4.9,17.0,90.0,37.89,30.0,2.0,6.67
123,25,"['Barely Green/Barely Volt/Football Grey/Cave Purple', 'Black/Midnight Navy/White/Volt', 'Black/Wolf Grey/Cool Grey/White', 'White/Pure Platinum/Black', 'Picante Red/Team Red/Brilliant Orange/Jade Ice', 'Phantom/Light Orewood Brown/University Gold/White']",DD9304-602,4.5,40.0,78.0,41.09,171.0,9.0,5.26
124,17,"['Photon Dust/Light Bone/Pale Ivory/Khaki', 'Black/Anthracite/Black', 'Flat Pewter/Light Iron Ore/Metallic Silver/White', 'Pure Platinum/Black/White', 'Coconut Milk/Medium Blue/Photon Dust/Sail']",FQ8732-010,5,50.0,100.0,83.33,6.0,6.0,100.0
125,10,"['Black/Iron Grey/Jade Ice/Pastel Yellow', 'Fierce Pink/Fireberry/Hyper Pink/Guava Ice']",FQ8971-600,4,50.0,75.0,75.0,2.0,2.0,100.0
126,26,"['University Red/White', 'Game Royal/White', 'White/White/Black', 'Black/Black/White', 'Wolf Grey/White']",DZ2946-100,3,50.0,100.0,83.33,1.0,1.0,100.0
127,2,"['Guava Ice/Bordeaux/Bold Berry/Bright Crimson', 'Guava Ice/Emerald Rise/Medium Olive/Blue Lightning', 'Laser Orange/Hyper Pink/White/Racer Blue', 'Violet Frost/Purple Pulse/Canyon Purple/Metallic Gold', 'Sesame/Sail/Midnight Navy/Light Crimson', 'Black/White/Pure Platinum/Metallic Gold', 'Light Silver/Lemon Chiffon/Safety Orange/Hyper Royal', 'Black/University Red/University Gold/Black', 'Barely Green/Medium Soft Pink/Light Bone/Multi-Color']",DJ5423-300,4.8,39.0,92.0,45.16,201.0,9.0,4.48
128,19,['Football Grey/White/Luminous Green/Black'],FZ3620-001,0,,,,0.0,,
129,20,"['Noble Green/Noble Green/White/Midnight Navy', 'University Red/University Red/White/White', 'Cerulean/Cerulean/White/White']",864349-302,4.6,46.0,84.0,48.18,55.0,8.0,14.55
130,14,"['Bright Crimson/Deep Burgundy', 'Black/Wolf Grey', 'Deep Royal Blue/White', 'White/Wolf Grey', 'Mica Green/Light Silver', 'White/Wolf Grey']",DX5051-400,,,,,,,
131,10,"['White/Black', 'Raspberry Red/White/Teal Tint/Blue Void', 'White/Pure Platinum/Black']",942839-600,4.6,39.0,91.0,44.19,351.0,9.0,2.56
132,17,"['Field Purple/Rush Fuchsia', 'Mint Foam/Emerald Rise/Stadium Green/Metallic Silver', 'Black/Dark Smoke Grey/Coconut Milk/Black', 'Ember Glow/Light Fusion Red/University Red', 'Deep Royal/Metallic Silver/Hyper Royal/Vivid Purple', 'Black/Vivid Purple/Bright Crimson/Metallic Silver']",DV2917-401,4.4,46.0,87.0,52.03,39.0,9.0,23.08
133,23,"['Multi-Color/Multi-Color', 'Multi-Color/Multi-Color', 'Multi-Color/Multi-Color']",FQ7223-900,,,,,,,
134,1,['White/Sail/Platinum Tint'],CW7586-100,5,50.0,100.0,61.11,9.0,3.0,33.33
135,0,[None],,,,,,,,
136,2,"['Summit White/Photon Dust/Sanddrift/Sail', 'White/White/White/Black', 'Sea Coral/Black/White/Coral Chalk', 'Pale Ivory/Summit White/Oatmeal/Picante Red', 'White/White/Summit White', 'Summit White/Black/Light Silver/Metallic Silver']",FB9752-100,4.6,50.0,75.0,52.78,15.0,5.0,33.33
137,15,"['Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color']",DV3907-900,,,,,,,
138,13,"['Black/Black/Anthracite/Black', 'Black/Black/White', 'Wheat/Black/Gum Light Brown/Sail']",DQ5601-003,4.6,61.0,95.0,63.67,20.0,7.0,35.0
139,22,"['Multi-Color/Multi-Color', 'Multi-Color/Multi-Color', 'Multi-Color/Multi-Color', 'Multi-Color/Multi-Color', 'Multi-Color/Multi-Color', 'Multi-Color/Multi-Color', 'Multi-Color/Multi-Color']",FJ8893-900,,,,,,,
140,15,"['Sea Glass/Sesame/Summit White/Deep Jungle', 'White/Photon Dust/Volt/Black', 'Black/Cool Grey/Volt/White', 'Midnight Navy/White/Volt/Black', 'University Red/White/Volt/Black', 'Cool Grey/White/Volt/Black', 'University Red/Team Red/Habanero Red/White', 'White/Pure Platinum/Wolf Grey/Black', 'Black/Dark Smoke Grey/Wolf Grey/White']",CZ5920-400,4.5,,,,37.0,,
141,15,"['White/White/Sail/Black', 'Black/Black/Team Orange/White', 'Summit White/Sea Glass/Mineral/Geode Teal', 'White/Rose Whisper/White/Pink Oxford']",DQ1470-002,4.4,,,,133.0,,
142,22,"['Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color']",FJ2253-901,,,,,,,
143,6,"['White/Sail/Pure Platinum/Coconut Milk', 'Red Stardust/White/Sky J Mauve', 'Sky J Orange/Sail/Sky J Orange/Sky J Orange', 'Neutral Grey/White/Bleached Aqua', 'Anthracite/Cement Grey/White/Black', 'Medium Grey/Summit White/White', 'White/Ice Blue']",DR9631-801,4.8,61.0,87.0,51.43,127.0,8.0,6.3
144,0,[None],,,,,,,,
145,2,"['Black/White/Metallic Red Bronze', 'Sail/Cobalt Bliss/Desert Ochre', 'Noble Red/Ember Glow/White', 'White/Kelly Green']",DV3282-103,5,50.0,100.0,83.33,2.0,2.0,100.0
146,0,['Black/Anthracite/White'],CW3406-004,4.2,29.0,70.0,49.5,66.0,,
147,3,['White/Aquatone/Celestial Gold'],DM1206-174,4.7,52.0,88.0,69.74,26.0,18.0,69.23
148,27,"['Sail/Light Lemon Twist/Guava Ice/Fierce Pink', 'Racer Blue/Lime Blast/Safety Orange/White', 'White/Metallic Silver/Pure Platinum/Black', 'Black/Light Smoke Grey/Dark Smoke Grey/Metallic Silver']",DC8753-100,4.6,25.0,50.0,25.4,83.0,1.0,1.2
149,15,"['Multi-Color/Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color/Multi-Color']",314352-998,,,,,,,
150,21,"['Hyper Pink/Laser Orange/Black', 'Sail/Light Lemon Twist/Guava Ice/Fierce Pink', 'Racer Blue/Safety Orange/Lime Blast/White', 'White/Chile Red/Coconut Milk/Black', 'Mint Foam/Volt/Cave Purple']",CD4385-400,4.2,61.0,90.0,75.5,21.0,,
151,15,"['Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color']",CW7637-991,,,,,,,
152,15,['White/Blue Tint/White'],FJ9302-104,3.9,27.0,57.0,28.63,53.0,1.0,1.89
153,15,['Iron/Egret'],A03938C-206,0,,,,0.0,,
154,9,"['Black/White', 'White/Black']",DR5540-102,4.4,43.0,96.0,49.67,30.0,3.0,10.0
155,14,"['Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color']",FD9782-900,,,,,,,
156,15,"['White/Emerald Rise', 'Plum Fog/Off Noir/White/Plum Fog', 'Rush Pink/Mystic Hibiscus/White/Light Curry', 'Aura/Worn Blue/White/Armory Navy', 'Black/White/Rush Pink', 'White/White', 'Black/Dark Smoke Grey/White']",DD9285-400,4.5,53.0,83.0,47.77,233.0,17.0,7.3
157,0,"['Grain/Deep Royal Blue/Polar/Grain', 'Summit White/Metallic Silver/Bronzine', 'Sail/Metallic Silver/Tawny/Sail', 'White/Team Red/Metallic Gold Star/White', 'White/White/Safety Orange/Washed Teal', 'Yellow Ochre/White/Team Orange/Sail', 'Sail/Coconut Milk/White Onyx/Dark Marina Blue', 'Coconut Milk/Lemon Wash/Pale Vanilla/Light Bone', 'Summit White/White/Coconut Milk/Gorge Green', 'Hemp/Black/Summit White/Hemp', 'Gorge Green/Obsidian/Deep Royal Blue/Gold Suede', 'Summit White/Picante Red/Obsidian/Hyper Royal', 'White/Black/Summit White/Hemp']",DO9456-100,5,50.0,100.0,75.0,1.0,,
158,3,['Black/White/Bright Crimson/University Red'],CW3400-001,4.8,48.0,87.0,46.33,275.0,11.0,4.0
159,15,"['Pearl Pink/Gum Light Brown/Pearl Pink', 'Alabaster/White', 'Mineral/Sail/Mineral', 'Vachetta Tan/White/Vachetta Tan']",DQ7572-200,4.4,44.0,69.0,48.19,19.0,6.0,31.58
160,15,['White/Metallic Silver/Platinum Tint/Chrome'],FQ8887-100,5,50.0,100.0,83.33,1.0,1.0,100.0
161,25,"['Track Red/Mystic Red/Fir/Metallic Silver', 'Black/Multi-Color/Picante Red/Black', 'Luminous Green/Vivid Sulfur/Sail/Barely Volt', 'White/Black', 'Black/White/Pink Foam/Pure Platinum', 'Cyber/White/Siren Red/Vivid Sulfur']",DJ9405-302,4.5,50.0,87.0,73.74,19.0,16.0,84.21
162,15,"['Multi-Color/Multi-Color', 'Multi-Color/Multi-Color', 'Multi-Color/Multi-Color', 'Multi-Color/Multi-Color', 'Multi-Color/Multi-Color', 'Multi-Color/Multi-Color']",DZ2653-900,,,,,,,
163,2,"['Atomic Green/Black', 'Black/White/Black', 'White/White/Pure Platinum']",DV2228-300,4.4,,,,13.0,,
164,1,"['White/White/Pure Platinum', 'Black/White/White', 'Sesame/Chutney/Topaz Gold/White']",DH0224-200,4.4,38.0,92.0,44.45,239.0,8.0,3.35
165,2,"['Hemp/Sanddrift/Coral Chalk/Earth', 'White/Sail/Summit White/Light Smoke Grey', 'Citron Tint/Cool Grey/Summit White/Light Smoke Grey', 'Black/Dark Smoke Grey/Smoke Grey/White']",DO9327-102,4.6,43.0,80.0,44.37,99.0,10.0,10.1
166,1,"['Pink Blast/Dark Grey/Pink Blast/Black', 'Anthracite/Black/Black']",BQ4632-002,4.7,41.0,97.0,46.45,442.0,6.0,1.36
167,15,"['Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color']",FB2383-900,,,,,,,
168,15,"['Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color']",FB2391-900,,,,,,,
169,3,"['Luminous Green/White/Volt/High Voltage', 'White/Metallic Silver', 'Off White/Kelly Green', 'Jade Ice/Clear Jade/White', 'Black/White/Metallic Red Bronze']",DV3285-300,4,,,,8.0,,
170,15,"['Black/Barely Volt/Black', 'Black/Barely Volt/White/Metallic Red Bronze', 'Black/Barely Volt/Black/White']",DJ6257-004,4.4,33.0,73.0,36.0,400.0,8.0,2.0
171,8,"['White', 'Black']",168817C-102,4,100.0,100.0,100.0,1.0,1.0,100.0
172,1,"['White/Loyal Blue/Team Red', 'Hemp/Summit White/Black', 'Loyal Blue/Speed Red/White', 'Sail/Coconut Milk/Sesame/Sail', 'Chutney/Black/White', 'Sea Coral/Coral Chalk/Sail', 'Black/Black/Black', 'Black/Black/Metallic Red Bronze', 'White/White/Black', 'Barely Rose/Barely Rose/Metallic Silver', 'Black/Black/White', 'Black/Black/Light Arctic Pink']",CN9677-002,4.7,56.0,92.0,49.54,479.0,3.0,0.63
173,26,"['Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color', 'Multi-Color/Multi-Color/Multi-Color']",FJ4036-900,,,,,,,
174,10,"['Black/Black/Black/Anthracite', 'Rugged Orange/Rugged Orange/Black/Black', 'Summit White/Summit White/Black/Black', 'Moss/Moss/Light Orewood Brown/Black']",DZ3407-800,4.9,44.0,100.0,71.33,10.0,7.0,70.0
175,1,"['University Red/Ember Glow/Bordeaux/Coconut Milk', 'White/Black/Wolf Grey/White', 'White/Black/Wolf Grey/Volt', 'Wolf Grey/Barely Volt/Bright Crimson/White', 'Particle Grey/Lilac/Violet Frost/Football Grey', 'Black/Volt/White']",DD9538-012,4.8,47.0,94.0,48.91,192.0,11.0,5.73
176,8,['Dark Obsidian/Space Purple/Volt/Summit White'],DX4219-400,5,50.0,100.0,66.67,2.0,1.0,50.0
177,22,"['Multi-Color/Multi-Color', 'Multi-Color/Multi-Color', 'Multi-Color/Multi-Color', 'Multi-Color/Multi-Color', 'Multi-Color/Multi-Color', 'Multi-Color/Multi-Color', 'Multi-Color/Multi-Color', 'Multi-Color/Multi-Color']",FJ8896-900,,,,,,,
178,20,"['Lucky Green/Black/White/University Gold', 'Black/Black/Anthracite/Black', 'White/White/Gum Light Brown/Fir']",DC7695-102,4.9,47.0,88.0,48.92,17.0,2.0,11.76
179,15,"['White/Hot Punch/Electric Algae/Racer Blue', 'Black/Green Abyss/Hyper Pink/Fuchsia Dream', 'Fuchsia Dream/Racer Blue/Baltic Blue/Bright Crimson', 'White/Sea Coral/Black/Topaz Gold', 'Jade Ice/Clear Jade Ii/Picante Red/Obsidian', 'Black/Off Noir/Sesame/Sail', 'Pink Oxford/Barely Rose/White/White', 'Pure Platinum/Wolf Grey/Lime Blast/Bright Mandarin', 'Black/White', 'Black/Anthracite/Noise Aqua/White', 'Burgundy Crush/Purple Ink/Black/Iron Grey', 'Black/Velvet Brown/Team Red/Bright Crimson']",FJ2975-001,4.3,45.0,84.0,46.37,267.0,27.0,10.11
180,0,"['Light Silver/Deep Jungle/Honeydew/White', 'Sesame/Guava Ice/Red Stardust/Deep Jungle', 'Black/Anthracite/White/Summit White', 'Melon Tint/Campfire Orange/Bright Mandarin/Coconut Milk', 'Jade Ice/Emerald Rise/Clear Jade/White', 'Rush Fuchsia/Fuchsia Dream/Black/Light Lemon Twist', 'Pale Vanilla/Topaz Gold/Sanddrift/Sea Coral', 'Summit White/Pure Platinum/White/Black', 'Phantom/Bright Cactus/Light Bone/Medium Soft Pink', 'Black/Sail/Pink Spell/Brilliant Orange']",DV2757-003,4.3,40.0,85.0,46.76,72.0,11.0,15.28
181,1,"['White/Picante Red/Sail/Summit White', 'Picante Red/Light Photo Blue/Coconut Milk/Sail', 'Game Royal/Stadium Green/Picante Red/Citron Pulse', 'White/Black/White', 'Active Fuchsia/Black/Coconut Milk/University Gold', 'Orange Pulse/Baroque Brown/University Gold/Pinksicle']",DC2533-600,4.6,,,,285.0,,
182,2,"['Black/Cool Grey/Volt/White', 'White/Photon Dust/Volt/Black', 'Wolf Grey/Cool Grey/Pure Platinum/White', 'Black/Dark Smoke Grey/Wolf Grey/White', 'White/Wolf Grey/Pure Platinum']",CZ5918-012,4.7,50.0,100.0,50.36,184.0,2.0,1.09
183,15,"['Deep Jungle/Bronzine/Sesame/White', 'Black/Light Magenta/Pink Foam/Phantom', 'Sail/Black/Chrome', 'Metallic Gold/Black/White/Varsity Red', 'Metallic Silver/White/Black/Varsity Red', 'Black/Black/White', 'Black/Black/Dark Smoke Grey', 'White/White/White']",FN7104-010,0,,,,0.0,,
184,1,"['Racer Blue/Fuchsia Dream/Bright Crimson/Black', 'White/Hot Punch/Pink Foam/Cobalt Bliss', 'Light Soft Pink/University Gold/Light Thistle/White', 'Black/Grey Fog/White/Dark Smoke Grey', 'Black/White', 'White/Pure Platinum/Metallic Silver', 'Platinum Tint/Team Orange/Black/Metallic Summit White', 'White/Platinum Tint/Pearl Pink/Midnight Navy']",DD3024-101,4.6,41.0,90.0,45.89,479.0,32.0,6.68
185,15,['White/White'],FB6877-100,0,,,,0.0,,
186,22,"['University Red/White/White', 'Game Royal/White/White', 'Black/White', 'Midnight Navy/White/White', 'Wolf Grey/White/White']",DZ2906-600,4,25.0,50.0,58.33,2.0,2.0,100.0
187,7,"['Black/Dark Smoke Grey/White', 'Deep Jungle/Black/Pure Platinum/Metallic Silver', 'Guava Ice/Vivid Sulfur/Rugged Orange/Vivid Purple']",DJ7383-800,4.2,47.0,77.0,43.56,30.0,2.0,6.67
188,15,['White/Black/Coconut Milk/University Red'],FD4849-106,0,,,,0.0,,
189,6,"['White/Football Grey/University Red/Hyper Violet', 'White/Pure Platinum/Blue Tint/Midnight Navy', 'White/Pure Platinum/Blue Tint/Wolf Grey', 'White/Black/Blue Tint/University Red', 'Black/Teal Nebula/Hyper Pink/White', 'White/Blue Tint/Pure Platinum/Black', 'Black/Blue Tint/Anthracite/White', 'White/Phantom/Laser Orange/Light Crimson', 'White/Wolf Grey/Pure Platinum/Black', 'Wolf Grey/Cool Grey/Pure Platinum/White', 'University Red/Team Red/Habanero Red/White']",DJ6521-002,4.9,,,,19.0,,
190,16,"['Volt/Black/Hyper Pink/White', 'Black/Dark Smoke Grey/White/Metallic Silver', 'White/Pure Platinum/Metallic Silver/Black']",DX7998-700,3.8,,50.0,50.0,14.0,7.0,50.0
